time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum
2021-02-02,34.5,32.0,33.4,25.4,21.4,23.6,0.278,0.072,1.462
2021-02-03,35.5,27.5,31.0,27.7,21.8,24.1,0.0,0.0,0.056
2021-02-04,38.9,24.9,29.9,34.3,21.7,25.7,0.0,0.0,0.0
2021-02-05,43.4,26.2,34.9,39.4,22.5,30.3,0.072,0.072,0.0
2021-02-06,41.0,21.5,30.9,34.0,17.7,27.0,0.0,0.0,0.0
2021-02-07,33.9,23.1,29.8,28.9,21.2,25.0,0.346,0.076,1.929
2021-02-08,27.1,10.5,19.2,20.4,7.5,14.3,0.0,0.0,0.0
2021-02-09,36.8,15.5,26.1,26.3,11.8,20.0,0.076,0.044,0.277
2021-02-10,32.6,17.7,25.8,26.8,14.6,21.4,0.0,0.0,0.028
2021-02-11,32.4,24.6,27.9,25.2,18.6,21.6,0.201,0.0,1.433
2021-02-12,27.6,11.6,21.2,21.6,9.4,16.5,0.0,0.0,0.0
2021-02-13,27.0,19.5,23.2,20.9,13.9,17.3,0.108,0.028,0.58
2021-02-14,34.1,27.3,30.7,30.2,18.9,24.1,0.0,0.0,0.0
2021-02-15,33.2,30.2,31.8,27.8,23.8,25.9,0.0,0.0,0.0
2021-02-16,46.6,30.4,40.5,40.4,22.8,33.4,0.709,0.709,0.0
2021-02-17,30.9,17.9,24.9,23.8,12.2,18.4,0.0,0.0,0.0
2021-02-18,28.4,20.3,26.0,19.1,12.6,17.5,0.444,0.036,2.841
2021-02-19,31.9,26.3,29.5,25.3,18.4,22.1,0.318,0.036,1.983
2021-02-20,32.7,23.0,27.5,23.0,17.1,20.4,0.0,0.0,0.0
2021-02-21,34.7,19.3,25.0,28.2,12.5,18.8,0.0,0.0,0.0
2021-02-22,36.8,20.1,30.4,30.1,14.2,24.3,0.516,0.398,0.855
2021-02-23,44.6,29.9,36.6,35.5,25.5,30.3,0.008,0.008,0.0
2021-02-24,50.7,30.9,40.4,42.9,26.6,35.4,0.0,0.0,0.0
2021-02-25,47.0,28.5,39.5,38.2,29.6,34.9,0.0,0.0,0.0
2021-02-26,42.0,25.6,33.9,36.9,24.7,30.6,0.0,0.0,0.0
2021-02-27,47.0,34.1,41.0,46.8,30.8,37.4,0.294,0.29,0.028
2021-02-28,41.7,31.7,37.8,38.4,31.7,35.0,0.304,0.304,0.0
2021-03-01,47.2,34.6,41.7,40.8,24.6,36.0,0.265,0.265,0.0
2021-03-02,34.3,20.9,27.4,24.2,10.2,17.7,0.0,0.0,0.0
2021-03-03,50.6,25.8,37.6,42.0,19.2,30.9,0.0,0.0,0.0
2021-03-04,42.4,28.2,36.6,34.2,18.2,29.4,0.0,0.0,0.0
2021-03-05,36.7,23.9,29.7,25.0,11.9,19.2,0.0,0.0,0.0
2021-03-06,37.0,26.9,31.7,24.7,21.7,23.4,0.0,0.0,0.0
2021-03-07,40.8,24.5,31.5,31.4,20.2,25.3,0.0,0.0,0.0
2021-03-08,43.8,23.7,32.7,35.5,15.9,25.2,0.0,0.0,0.0
2021-03-09,61.5,32.4,45.6,57.2,27.0,39.6,0.0,0.0,0.0
2021-03-10,55.1,31.6,42.9,46.4,28.6,38.1,0.0,0.0,0.0
2021-03-11,69.9,36.2,51.8,59.9,35.3,47.5,0.012,0.012,0.0
2021-03-12,65.8,51.8,57.0,57.2,45.0,52.0,0.004,0.004,0.0
2021-03-13,49.5,31.7,41.4,43.7,23.9,34.0,0.0,0.0,0.0
2021-03-14,51.5,31.3,41.5,40.0,21.1,32.8,0.0,0.0,0.0
2021-03-15,38.6,25.8,31.4,28.8,13.4,21.7,0.0,0.0,0.0
2021-03-16,36.2,27.4,32.1,30.4,20.2,25.0,0.036,0.0,0.249
2021-03-17,47.8,35.0,40.8,40.5,29.7,35.0,0.008,0.008,0.0
2021-03-18,44.4,40.4,42.4,42.4,35.4,39.2,0.803,0.803,0.0
2021-03-19,44.0,31.5,37.5,34.9,20.8,28.5,0.181,0.181,0.0
2021-03-20,56.0,26.6,39.9,48.8,23.0,35.2,0.0,0.0,0.0
2021-03-21,59.3,29.8,43.7,55.3,27.1,40.2,0.0,0.0,0.0
2021-03-22,57.7,30.7,44.5,52.6,27.8,40.9,0.0,0.0,0.0
2021-03-23,62.2,33.6,46.9,58.1,34.9,45.3,0.0,0.0,0.0
2021-03-24,54.2,39.6,48.2,52.8,41.8,47.7,1.263,1.263,0.0
2021-03-25,68.3,50.0,56.8,59.9,50.2,55.2,0.288,0.288,0.0
2021-03-26,78.3,53.6,63.0,72.5,50.6,59.7,0.02,0.02,0.0
2021-03-27,67.6,45.8,55.9,62.0,45.7,53.1,0.0,0.0,0.0
2021-03-28,65.4,49.2,55.0,62.1,46.2,51.9,0.725,0.725,0.0
2021-03-29,53.9,41.7,47.3,46.1,34.1,40.5,0.0,0.0,0.0
2021-03-30,60.7,35.1,48.5,55.2,32.5,44.0,0.0,0.0,0.0
2021-03-31,65.3,45.3,55.4,61.1,45.3,53.9,0.406,0.406,0.0
2021-04-01,54.2,38.2,45.9,56.4,29.3,38.9,0.202,0.202,0.0
2021-04-02,40.4,29.7,35.6,29.7,18.7,25.2,0.0,0.0,0.0
2021-04-03,51.2,28.6,39.3,44.2,21.8,33.2,0.0,0.0,0.0
2021-04-04,62.5,38.3,49.2,55.5,35.7,45.8,0.0,0.0,0.0
2021-04-05,65.9,42.3,52.7,58.2,39.3,48.7,0.0,0.0,0.0
2021-04-06,66.0,40.4,52.7,59.9,39.3,49.6,0.0,0.0,0.0
2021-04-07,66.5,42.3,51.8,63.9,43.1,50.6,0.056,0.056,0.0
2021-04-08,66.5,43.6,54.4,63.8,43.1,53.0,0.0,0.0,0.0
2021-04-09,60.0,42.9,50.6,52.5,44.4,48.3,0.0,0.0,0.0
2021-04-10,67.4,48.7,55.6,66.7,48.0,55.7,0.016,0.016,0.0
2021-04-11,55.2,47.1,52.9,56.6,43.1,51.6,0.989,0.989,0.0
2021-04-12,47.5,44.0,46.1,46.0,40.1,43.0,0.271,0.271,0.0
2021-04-13,62.4,43.6,51.5,58.7,40.4,48.8,0.108,0.108,0.0
2021-04-14,68.1,42.2,55.0,64.2,41.9,53.6,0.0,0.0,0.0
2021-04-15,57.2,47.6,52.9,55.7,41.0,51.1,0.142,0.142,0.0
2021-04-16,53.2,40.4,46.7,44.8,35.2,40.2,0.072,0.072,0.0
2021-04-17,54.0,42.1,47.9,49.0,37.8,43.7,0.0,0.0,0.0
2021-04-18,61.1,41.3,51.9,56.2,43.4,50.2,0.0,0.0,0.0
2021-04-19,65.1,44.4,54.3,61.8,45.4,52.9,0.0,0.0,0.0
2021-04-20,71.6,45.2,58.2,66.6,42.1,55.0,0.0,0.0,0.0
2021-04-21,67.7,41.6,54.8,63.9,31.4,48.7,0.174,0.174,0.0
2021-04-22,47.6,35.3,41.6,36.1,26.4,31.6,0.0,0.0,0.0
2021-04-23,60.2,36.7,48.0,54.0,30.6,42.2,0.0,0.0,0.0
2021-04-24,67.7,42.9,55.4,63.6,41.2,52.4,0.0,0.0,0.0
2021-04-25,62.6,47.5,53.9,57.9,45.2,51.3,0.659,0.659,0.0
2021-04-26,58.2,40.2,49.6,50.9,33.3,44.0,0.0,0.0,0.0
2021-04-27,65.5,41.1,53.5,63.0,39.9,50.9,0.0,0.0,0.0
2021-04-28,83.9,52.0,67.2,78.8,52.9,65.6,0.0,0.0,0.0
2021-04-29,75.2,60.5,67.8,77.7,61.3,69.4,0.182,0.182,0.0
2021-04-30,66.9,47.1,60.4,68.2,39.1,55.4,0.056,0.056,0.0
2021-05-01,63.3,41.6,51.7,57.3,33.5,45.7,0.0,0.0,0.0
2021-05-02,80.3,51.2,65.6,76.6,48.4,62.1,0.0,0.0,0.0
2021-05-03,62.6,54.4,58.6,65.0,53.3,59.1,0.458,0.458,0.0
2021-05-04,72.0,53.0,59.7,73.8,50.2,59.6,0.315,0.315,0.0
2021-05-05,60.9,53.1,56.2,63.1,49.0,55.1,0.411,0.411,0.0
2021-05-06,63.9,48.5,55.7,60.9,43.9,51.7,0.0,0.0,0.0
2021-05-07,63.0,45.8,54.6,61.5,42.6,51.4,0.0,0.0,0.0
2021-05-08,54.7,46.6,50.3,50.6,41.3,47.9,0.179,0.179,0.0
2021-05-09,61.5,43.0,50.6,56.8,39.1,46.6,0.202,0.202,0.0
2021-05-10,58.4,47.0,52.4,54.0,42.3,48.9,0.087,0.087,0.0
2021-05-11,62.3,47.1,54.6,59.0,44.2,51.4,0.0,0.0,0.0
2021-05-12,64.3,43.1,53.7,62.4,39.7,51.1,0.0,0.0,0.0
2021-05-13,66.6,45.3,56.6,66.2,42.3,54.9,0.0,0.0,0.0
2021-05-14,71.0,46.0,59.7,73.5,46.3,59.6,0.0,0.0,0.0
2021-05-15,73.1,47.2,61.0,73.5,50.3,61.6,0.0,0.0,0.0
2021-05-16,73.0,49.1,61.2,71.3,51.4,60.6,0.0,0.0,0.0
2021-05-17,74.1,48.3,62.7,74.3,50.2,62.9,0.0,0.0,0.0
2021-05-18,78.2,52.8,66.0,77.0,51.7,65.6,0.0,0.0,0.0
2021-05-19,83.8,56.9,71.0,84.4,58.0,71.3,0.0,0.0,0.0
2021-05-20,74.6,56.0,65.3,71.7,57.1,63.8,0.0,0.0,0.0
2021-05-21,82.0,53.6,67.5,79.6,53.9,67.1,0.0,0.0,0.0
2021-05-22,87.2,64.1,75.7,86.4,62.2,75.8,0.0,0.0,0.0
2021-05-23,87.2,67.7,77.1,88.0,71.1,79.8,0.0,0.0,0.0
2021-05-24,70.7,57.6,62.8,70.7,54.1,58.5,0.0,0.0,0.0
2021-05-25,76.2,57.3,65.1,74.2,54.4,63.4,0.0,0.0,0.0
2021-05-26,88.9,62.6,74.9,90.3,64.6,75.6,0.102,0.102,0.0
2021-05-27,82.2,65.7,73.4,81.8,63.7,74.3,0.0,0.0,0.0
2021-05-28,66.4,52.3,59.6,62.1,43.7,54.1,0.932,0.932,0.0
2021-05-29,51.6,48.3,49.5,44.9,40.6,42.7,1.091,1.091,0.0
2021-05-30,50.3,47.7,49.2,47.4,40.5,44.4,0.53,0.53,0.0
2021-05-31,69.4,49.5,57.2,69.1,45.4,55.5,0.0,0.0,0.0
2021-06-01,75.5,50.8,63.8,74.3,52.0,63.8,0.0,0.0,0.0
2021-06-02,74.7,56.6,65.7,75.5,59.2,66.7,0.0,0.0,0.0
2021-06-03,76.6,57.6,66.0,79.2,62.4,69.9,0.279,0.279,0.0
2021-06-04,77.9,65.8,70.6,79.3,68.6,74.1,0.178,0.178,0.0
2021-06-05,88.9,63.3,75.4,91.8,66.5,79.2,0.0,0.0,0.0
2021-06-06,89.0,69.1,79.1,94.7,73.7,83.7,0.0,0.0,0.0
2021-06-07,90.4,71.0,79.6,96.2,75.6,86.2,0.095,0.095,0.0
2021-06-08,85.0,71.9,77.1,94.8,79.2,84.6,0.378,0.378,0.0
2021-06-09,88.5,70.5,77.8,96.7,77.5,86.1,0.068,0.068,0.0
2021-06-10,79.1,63.1,72.1,81.2,63.1,74.6,0.0,0.0,0.0
2021-06-11,66.7,61.6,63.3,66.1,59.8,63.6,0.273,0.273,0.0
2021-06-12,69.6,61.4,65.1,70.0,62.8,66.9,0.043,0.043,0.0
2021-06-13,75.3,60.7,67.2,78.3,62.6,69.4,0.0,0.0,0.0
2021-06-14,75.6,63.4,68.2,77.9,65.9,72.0,0.21,0.21,0.0
2021-06-15,77.4,64.4,70.3,81.0,66.6,74.2,0.276,0.276,0.0
2021-06-16,75.2,60.2,67.7,74.1,61.2,67.8,0.0,0.0,0.0
2021-06-17,75.3,54.7,66.2,76.0,54.0,66.1,0.0,0.0,0.0
2021-06-18,81.8,56.3,70.1,82.5,58.2,71.4,0.0,0.0,0.0
2021-06-19,88.5,68.1,75.4,91.2,70.3,78.4,0.106,0.106,0.0
2021-06-20,86.0,62.5,75.3,91.5,68.0,80.7,0.004,0.004,0.0
2021-06-21,85.9,71.0,78.5,91.1,78.6,84.5,0.0,0.0,0.0
2021-06-22,76.0,60.8,69.0,81.2,56.6,71.6,0.674,0.674,0.0
2021-06-23,73.2,55.1,64.7,73.4,52.4,63.5,0.0,0.0,0.0
2021-06-24,74.6,58.3,66.1,75.3,56.6,66.4,0.0,0.0,0.0
2021-06-25,79.9,57.6,68.6,81.5,61.3,71.8,0.0,0.0,0.0
2021-06-26,83.1,66.8,74.6,89.3,72.5,81.5,0.098,0.098,0.0
2021-06-27,86.8,71.9,78.9,93.5,77.0,85.5,0.0,0.0,0.0
2021-06-28,91.2,72.9,80.8,99.9,79.0,88.8,0.201,0.201,0.0
2021-06-29,93.7,74.6,83.2,102.3,81.5,91.5,0.035,0.035,0.0
2021-06-30,94.4,75.4,84.5,102.1,84.3,92.1,0.008,0.008,0.0
2021-07-01,86.8,71.0,77.0,88.1,77.9,83.4,0.618,0.618,0.0
2021-07-02,77.4,67.0,71.7,82.4,67.8,77.9,0.781,0.781,0.0
2021-07-03,66.7,62.5,64.2,68.7,63.1,65.4,0.949,0.949,0.0
2021-07-04,77.6,61.0,69.1,79.9,63.4,72.4,0.012,0.012,0.0
2021-07-05,84.3,66.3,75.0,86.6,68.8,79.4,0.0,0.0,0.0
2021-07-06,92.1,71.8,79.8,98.4,74.2,85.3,0.178,0.178,0.0
2021-07-07,92.0,72.2,81.3,100.4,77.3,89.3,0.028,0.028,0.0
2021-07-08,86.1,72.8,78.6,91.8,79.9,85.7,0.437,0.437,0.0
2021-07-09,85.4,70.8,77.2,90.9,73.9,82.3,0.656,0.656,0.0
2021-07-10,79.8,70.0,75.1,86.8,76.1,81.1,0.008,0.008,0.0
2021-07-11,79.7,68.7,73.8,85.0,75.8,80.8,0.032,0.032,0.0
2021-07-12,85.5,72.7,77.8,96.2,78.9,86.5,0.536,0.536,0.0
2021-07-13,78.7,70.3,74.0,83.4,75.4,79.4,0.048,0.048,0.0
2021-07-14,86.9,71.4,78.0,96.6,76.4,86.5,0.118,0.118,0.0
2021-07-15,87.1,71.4,79.4,96.8,78.2,88.5,0.0,0.0,0.0
2021-07-16,89.7,74.9,82.0,99.7,83.7,91.2,0.004,0.004,0.0
2021-07-17,89.2,73.7,80.6,99.4,81.5,90.5,0.755,0.755,0.0
2021-07-18,82.7,72.4,76.7,88.9,76.8,82.1,0.185,0.185,0.0
2021-07-19,81.6,70.8,75.2,86.3,74.2,79.9,0.016,0.016,0.0
2021-07-20,86.3,69.6,78.0,92.9,75.9,84.8,0.02,0.02,0.0
2021-07-21,81.4,71.1,75.3,89.6,74.2,81.2,0.136,0.136,0.0
2021-07-22,79.9,65.0,72.7,83.5,66.5,75.0,0.0,0.0,0.0
2021-07-23,79.2,63.8,72.3,82.9,65.7,75.1,0.0,0.0,0.0
2021-07-24,81.7,63.8,73.0,86.5,67.1,76.8,0.0,0.0,0.0
2021-07-25,85.4,70.1,76.7,90.3,71.3,80.6,0.076,0.076,0.0
2021-07-26,89.8,72.3,79.9,93.8,81.1,86.7,0.0,0.0,0.0
2021-07-27,90.4,68.3,80.3,94.7,76.4,85.1,0.0,0.0,0.0
2021-07-28,81.8,68.8,75.3,87.3,73.8,79.3,0.02,0.02,0.0
2021-07-29,79.1,66.8,72.8,82.3,72.1,77.6,0.376,0.376,0.0
2021-07-30,82.2,67.3,74.3,84.7,65.6,77.5,0.004,0.004,0.0
2021-07-31,79.1,58.8,69.3,78.4,59.5,69.6,0.0,0.0,0.0
2021-08-01,76.9,61.7,69.5,77.7,66.5,72.5,0.032,0.032,0.0
2021-08-02,79.5,60.6,70.2,79.8,62.5,72.2,0.0,0.0,0.0
2021-08-03,78.8,62.1,70.5,78.9,64.1,71.2,0.0,0.0,0.0
2021-08-04,75.4,63.9,69.6,76.0,68.6,72.8,0.0,0.0,0.0
2021-08-05,78.6,64.3,71.5,83.6,67.7,75.7,0.0,0.0,0.0
2021-08-06,86.9,64.5,76.3,89.5,69.7,80.4,0.0,0.0,0.0
2021-08-07,86.8,68.5,76.3,88.1,73.2,80.1,0.0,0.0,0.0
2021-08-08,79.6,67.4,72.1,78.9,70.6,74.9,0.06,0.06,0.0
2021-08-09,80.6,69.2,74.3,85.2,73.5,79.3,0.036,0.036,0.0
2021-08-10,85.6,69.7,76.7,93.7,78.0,84.1,0.244,0.244,0.0
2021-08-11,91.2,73.1,81.3,98.4,79.5,87.3,0.044,0.044,0.0
2021-08-12,94.4,73.2,83.5,100.0,80.1,89.7,0.0,0.0,0.0
2021-08-13,95.6,77.4,85.5,101.5,84.5,92.1,0.032,0.032,0.0
2021-08-14,91.7,76.4,81.3,97.7,78.8,88.8,0.122,0.122,0.0
2021-08-15,82.8,69.5,75.8,85.6,68.1,76.8,0.0,0.0,0.0
2021-08-16,81.9,69.2,74.5,85.0,73.6,78.3,0.012,0.012,0.0
2021-08-17,79.1,69.8,73.3,84.3,76.3,80.5,0.329,0.329,0.0
2021-08-18,80.9,71.8,76.5,89.7,80.0,85.4,0.142,0.142,0.0
2021-08-19,85.0,73.9,78.7,89.6,82.6,85.8,0.241,0.241,0.0
2021-08-20,78.2,71.9,74.7,88.5,79.8,83.5,0.076,0.076,0.0
2021-08-21,82.3,69.8,75.0,88.5,78.7,83.4,0.24,0.24,0.0
2021-08-22,76.6,70.8,73.4,82.6,76.3,80.5,2.491,2.491,0.0
2021-08-23,81.8,70.9,75.1,88.9,75.0,81.4,1.7,1.7,0.0
2021-08-24,88.2,71.6,79.0,94.7,79.2,86.5,0.0,0.0,0.0
2021-08-25,89.1,67.3,78.9,98.8,76.6,87.7,0.0,0.0,0.0
2021-08-26,89.5,72.8,80.1,99.7,80.4,89.5,0.048,0.048,0.0
2021-08-27,91.4,74.3,81.0,101.4,83.8,91.0,0.201,0.201,0.0
2021-08-28,76.1,70.6,73.1,85.6,70.5,76.6,0.637,0.637,0.0
2021-08-29,76.1,68.8,72.5,82.9,71.0,76.4,0.0,0.0,0.0
2021-08-30,85.3,71.2,76.1,94.3,80.7,85.4,0.095,0.095,0.0
2021-08-31,83.2,70.6,76.1,86.8,78.3,83.6,0.0,0.0,0.0
2021-09-01,75.5,69.9,72.1,80.3,74.8,77.4,1.265,1.265,0.0
2021-09-02,75.7,60.6,67.5,73.8,58.7,66.0,0.76,0.76,0.0
2021-09-03,71.5,58.1,65.2,71.8,57.1,65.3,0.0,0.0,0.0
2021-09-04,76.4,59.3,67.4,80.6,59.7,69.5,0.0,0.0,0.0
2021-09-05,74.0,62.0,68.6,79.4,65.5,73.0,0.032,0.032,0.0
2021-09-06,80.6,67.4,72.5,82.0,70.8,76.8,0.044,0.044,0.0
2021-09-07,79.3,60.2,70.3,81.5,63.4,73.4,0.0,0.0,0.0
2021-09-08,81.3,66.6,73.7,84.2,68.6,77.4,0.032,0.032,0.0
2021-09-09,71.7,67.1,69.7,79.4,69.8,75.5,0.614,0.614,0.0
2021-09-10,73.7,61.3,67.0,71.2,60.6,66.5,0.0,0.0,0.0
2021-09-11,76.0,56.2,66.4,75.9,58.3,67.7,0.0,0.0,0.0
2021-09-12,83.1,64.2,72.6,83.9,64.3,74.2,0.0,0.0,0.0
2021-09-13,83.9,71.2,76.5,87.8,75.2,80.9,0.0,0.0,0.0
2021-09-14,80.3,66.6,73.1,84.6,71.1,78.1,0.0,0.0,0.0
2021-09-15,86.0,70.4,77.0,90.4,76.5,82.6,0.063,0.063,0.0
2021-09-16,74.7,67.3,70.8,78.8,73.2,76.7,0.06,0.06,0.0
2021-09-17,75.6,69.2,71.7,79.9,74.6,76.9,0.012,0.012,0.0
2021-09-18,80.6,68.0,72.9,86.9,73.4,79.5,0.016,0.016,0.0
2021-09-19,75.2,63.7,69.3,76.3,65.0,71.0,0.0,0.0,0.0
2021-09-20,74.1,59.9,67.1,75.2,60.9,67.7,0.0,0.0,0.0
2021-09-21,75.5,60.5,68.0,78.3,61.5,70.9,0.0,0.0,0.0
2021-09-22,79.7,68.2,73.6,82.2,76.0,79.6,0.0,0.0,0.0
2021-09-23,79.6,69.7,73.8,80.8,70.5,77.4,0.573,0.573,0.0
2021-09-24,72.4,58.9,65.3,72.4,58.9,65.5,0.664,0.664,0.0
2021-09-25,74.1,55.5,64.6,76.8,56.0,66.4,0.0,0.0,0.0
2021-09-26,70.9,59.3,64.0,67.8,56.9,62.8,0.0,0.0,0.0
2021-09-27,78.2,58.3,67.2,76.1,55.1,65.5,0.0,0.0,0.0
2021-09-28,76.3,61.8,67.6,75.5,60.1,68.7,0.15,0.15,0.0
2021-09-29,68.2,54.2,60.8,64.2,49.0,58.2,0.008,0.008,0.0
2021-09-30,65.0,55.3,59.9,62.0,54.0,58.0,0.0,0.0,0.0
2021-10-01,66.9,49.2,58.1,65.2,45.2,56.0,0.0,0.0,0.0
2021-10-02,74.3,51.2,61.9,73.1,48.5,61.3,0.0,0.0,0.0
2021-10-03,79.2,56.2,67.5,83.1,58.2,69.7,0.0,0.0,0.0
2021-10-04,76.0,64.7,68.5,79.2,67.6,74.1,0.357,0.357,0.0
2021-10-05,65.1,60.6,63.0,67.0,60.5,64.3,0.012,0.012,0.0
2021-10-06,69.2,61.2,64.9,71.8,63.4,67.3,0.0,0.0,0.0
2021-10-07,73.1,62.1,66.3,75.4,63.9,68.9,0.0,0.0,0.0
2021-10-08,75.8,58.6,66.9,77.5,61.5,69.2,0.0,0.0,0.0
2021-10-09,68.1,61.1,64.3,66.5,60.2,63.5,0.02,0.02,0.0
2021-10-10,66.5,62.7,64.0,66.5,61.8,63.6,0.092,0.092,0.0
2021-10-11,69.2,61.3,64.6,69.9,61.1,64.6,0.0,0.0,0.0
2021-10-12,69.2,60.4,64.4,71.1,61.7,65.8,0.0,0.0,0.0
2021-10-13,70.8,60.2,65.8,72.1,64.5,68.4,0.0,0.0,0.0
2021-10-14,76.8,62.2,68.2,77.0,62.5,69.5,0.0,0.0,0.0
2021-10-15,79.4,59.8,69.1,80.9,62.9,71.3,0.0,0.0,0.0
2021-10-16,78.1,59.3,68.8,76.0,57.2,69.3,0.408,0.408,0.0
2021-10-17,62.0,53.3,57.3,56.5,46.9,52.0,0.012,0.012,0.0
2021-10-18,59.9,49.2,53.6,51.6,43.0,47.0,0.0,0.0,0.0
2021-10-19,65.7,46.5,55.1,60.4,40.0,50.2,0.0,0.0,0.0
2021-10-20,74.8,54.7,62.9,72.4,50.7,60.9,0.0,0.0,0.0
2021-10-21,74.7,53.2,63.1,72.1,50.8,62.7,0.0,0.0,0.0
2021-10-22,67.2,59.5,63.1,66.2,54.6,61.6,0.0,0.0,0.0
2021-10-23,59.3,53.1,56.1,57.5,47.8,52.5,0.056,0.056,0.0
2021-10-24,59.3,44.3,52.9,56.5,41.5,49.9,0.0,0.0,0.0
2021-10-25,74.6,56.6,65.5,74.0,56.3,65.6,0.052,0.052,0.0
2021-10-26,62.9,55.7,60.7,64.5,52.5,59.8,5.0,5.0,0.0
2021-10-27,61.5,54.4,57.6,56.1,49.6,52.6,0.271,0.271,0.0
2021-10-28,59.2,47.6,53.8,56.2,43.6,50.2,0.0,0.0,0.0
2021-10-29,57.2,51.5,54.2,50.7,44.2,47.6,0.295,0.295,0.0
2021-10-30,66.3,56.3,60.1,60.9,49.9,58.4,0.261,0.261,0.0
2021-10-31,63.0,53.2,57.7,60.6,51.7,56.8,0.271,0.271,0.0
2021-11-01,58.6,47.9,53.8,53.1,43.2,49.4,0.0,0.0,0.0
2021-11-02,53.0,43.4,47.5,47.2,39.8,44.0,0.008,0.008,0.0
2021-11-03,51.6,37.8,44.0,45.0,30.6,38.8,0.0,0.0,0.0
2021-11-04,50.3,35.5,42.8,45.9,30.3,37.8,0.0,0.0,0.0
2021-11-05,51.2,36.4,43.2,46.5,28.0,37.6,0.0,0.0,0.0
2021-11-06,52.1,35.7,42.8,47.4,29.4,38.1,0.0,0.0,0.0
2021-11-07,53.8,36.3,44.2,49.1,29.5,39.4,0.0,0.0,0.0
2021-11-08,62.6,42.2,50.4,61.1,34.5,46.6,0.0,0.0,0.0
2021-11-09,66.7,41.4,52.6,63.9,37.6,50.6,0.0,0.0,0.0
2021-11-10,64.5,44.4,54.3,60.1,41.8,51.8,0.0,0.0,0.0
2021-11-11,60.4,39.5,50.7,57.4,35.5,47.1,0.0,0.0,0.0
2021-11-12,62.2,45.6,57.7,62.8,39.9,57.0,0.579,0.579,0.0
2021-11-13,61.9,41.0,47.2,56.6,32.9,41.1,0.229,0.229,0.0
2021-11-14,47.4,36.8,42.3,40.5,28.9,35.7,0.02,0.02,0.0
2021-11-15,47.7,35.8,41.8,39.3,31.1,35.3,0.02,0.02,0.0
2021-11-16,48.2,35.2,40.8,41.5,27.1,34.2,0.0,0.0,0.0
2021-11-17,56.8,34.6,45.7,52.8,28.0,40.6,0.0,0.0,0.0
2021-11-18,67.3,48.4,56.2,63.5,41.7,52.4,0.039,0.039,0.0
2021-11-19,48.9,37.8,43.7,43.9,31.8,36.0,0.141,0.141,0.0
2021-11-20,45.6,31.1,38.9,39.9,26.5,34.2,0.0,0.0,0.0
2021-11-21,54.4,38.0,45.8,49.0,34.0,41.8,0.008,0.008,0.0
2021-11-22,53.0,37.2,47.0,50.0,28.3,42.5,0.092,0.092,0.0
2021-11-23,42.4,31.7,36.0,32.0,23.4,27.2,0.0,0.0,0.0
2021-11-24,44.0,29.7,35.6,38.8,21.3,28.9,0.0,0.0,0.0
2021-11-25,52.1,32.3,40.6,46.7,25.3,35.6,0.0,0.0,0.0
2021-11-26,44.3,35.5,41.9,40.7,27.2,35.5,0.185,0.185,0.0
2021-11-27,41.2,33.2,36.0,29.8,25.6,27.5,0.0,0.0,0.0
2021-11-28,44.2,31.4,36.7,38.2,27.2,31.5,0.048,0.004,0.331
2021-11-29,42.3,31.6,36.6,33.1,24.3,30.5,0.0,0.0,0.0
2021-11-30,40.6,27.8,33.5,34.4,22.2,28.3,0.0,0.0,0.0
2021-12-01,47.6,32.3,38.7,41.9,26.9,34.6,0.0,0.0,0.0
2021-12-02,57.1,40.4,49.4,50.4,36.2,45.0,0.071,0.071,0.0
2021-12-03,50.0,32.9,42.1,43.7,32.2,36.8,0.0,0.0,0.0
2021-12-04,48.2,32.6,39.9,40.7,30.9,34.8,0.0,0.0,0.0
2021-12-05,46.9,32.7,39.8,41.4,27.8,35.6,0.0,0.0,0.0
2021-12-06,62.1,44.5,54.6,56.0,39.2,48.7,0.112,0.112,0.0
2021-12-07,44.3,33.6,37.9,37.0,27.1,31.1,0.0,0.0,0.0
2021-12-08,40.4,33.3,36.1,35.6,28.4,31.2,0.008,0.008,0.0
2021-12-09,38.6,28.7,33.9,32.7,22.2,28.1,0.0,0.0,0.0
2021-12-10,46.8,31.3,38.3,43.2,28.0,35.3,0.0,0.0,0.0
2021-12-11,63.4,40.4,54.0,60.9,38.3,49.2,0.264,0.264,0.0
2021-12-12,50.5,37.7,43.3,46.5,31.0,36.7,0.012,0.012,0.0
2021-12-13,50.6,35.7,41.3,43.7,27.9,34.7,0.0,0.0,0.0
2021-12-14,51.6,35.7,42.1,46.8,29.7,37.0,0.0,0.0,0.0
2021-12-15,52.9,35.0,44.1,47.9,27.5,38.6,0.032,0.032,0.0
2021-12-16,59.9,49.3,53.5,54.9,47.2,50.2,0.0,0.0,0.0
2021-12-17,57.2,43.6,53.0,51.3,39.9,47.9,0.0,0.0,0.0
2021-12-18,46.2,40.0,42.9,42.0,35.4,39.1,0.111,0.111,0.0
2021-12-19,48.0,30.7,39.4,41.1,21.2,31.5,0.056,0.056,0.0
2021-12-20,36.4,24.9,30.3,29.0,15.4,22.6,0.0,0.0,0.0
2021-12-21,41.3,27.7,33.6,36.2,19.0,27.5,0.0,0.0,0.0
