time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum
2020-03-16,43.3,32.1,38.2,35.1,22.6,31.0,0.0,0.0,0.0
2020-03-17,53.3,38.2,44.2,48.8,35.2,41.9,0.201,0.201,0.0
2020-03-18,53.4,34.2,44.3,47.4,32.5,40.6,0.0,0.0,0.0
2020-03-19,52.7,41.7,46.3,47.7,37.5,42.3,0.683,0.683,0.0
2020-03-20,77.0,45.7,61.1,71.6,42.4,56.6,0.071,0.071,0.0
2020-03-21,61.2,39.7,48.3,61.9,34.8,43.4,0.0,0.0,0.0
2020-03-22,42.1,34.1,37.7,33.1,24.3,29.0,0.0,0.0,0.0
2020-03-23,42.6,36.8,39.3,36.1,29.0,31.8,0.686,0.686,0.0
2020-03-24,56.4,35.0,44.7,49.2,31.2,39.4,0.0,0.0,0.0
2020-03-25,45.0,38.7,42.1,37.7,33.6,36.0,0.04,0.04,0.0
2020-03-26,58.5,32.4,45.9,51.5,31.2,41.8,0.0,0.0,0.0
2020-03-27,65.4,45.8,53.7,60.2,43.9,51.4,0.0,0.0,0.0
2020-03-28,50.8,43.0,46.8,45.2,40.2,42.1,0.328,0.328,0.0
2020-03-29,53.9,46.5,49.9,46.3,41.0,43.9,0.0,0.0,0.0
2020-03-30,60.4,43.4,49.5,49.9,40.0,44.1,0.162,0.162,0.0
2020-03-31,46.8,40.8,43.2,40.9,35.5,38.4,0.084,0.084,0.0
2020-04-01,53.7,38.0,44.4,47.7,31.4,39.2,0.0,0.0,0.0
2020-04-02,56.1,37.3,46.4,45.8,30.9,39.0,0.0,0.0,0.0
2020-04-03,51.6,43.5,47.1,45.7,38.4,42.1,0.186,0.186,0.0
2020-04-04,56.0,45.6,48.5,53.9,42.5,46.4,0.0,0.0,0.0
2020-04-05,64.4,43.6,53.6,59.1,41.4,50.3,0.0,0.0,0.0
2020-04-06,63.8,45.6,53.7,58.6,44.9,51.2,0.004,0.004,0.0
2020-04-07,64.6,44.7,54.3,59.0,45.0,51.7,0.016,0.016,0.0
2020-04-08,66.1,49.2,57.1,63.8,45.5,54.0,0.292,0.292,0.0
2020-04-09,62.9,45.2,50.6,57.5,37.8,45.5,0.395,0.395,0.0
2020-04-10,50.9,39.0,44.1,37.6,30.5,33.7,0.044,0.044,0.0
2020-04-11,53.0,36.1,44.4,44.4,29.6,37.4,0.0,0.0,0.0
2020-04-12,66.4,35.9,51.3,57.5,33.0,46.5,0.0,0.0,0.0
2020-04-13,65.6,54.9,58.9,65.3,50.6,55.0,1.733,1.733,0.0
2020-04-14,57.4,44.3,50.6,52.6,39.5,45.9,0.012,0.012,0.0
2020-04-15,51.5,39.6,45.2,43.1,34.2,39.1,0.132,0.132,0.0
2020-04-16,48.3,39.2,43.5,38.5,31.9,35.7,0.012,0.012,0.0
2020-04-17,50.4,32.2,41.7,42.6,27.8,35.7,0.092,0.092,0.0
2020-04-18,50.8,39.8,44.6,41.2,33.1,38.0,0.361,0.361,0.0
2020-04-19,60.5,34.6,48.2,52.5,28.8,41.9,0.0,0.0,0.0
2020-04-20,55.6,43.8,49.6,49.1,40.4,45.8,0.0,0.0,0.0
2020-04-21,62.9,41.5,49.2,53.1,33.3,42.5,0.385,0.385,0.0
2020-04-22,50.9,35.0,42.6,42.2,27.7,34.1,0.0,0.0,0.0
2020-04-23,53.5,35.4,43.7,43.7,33.9,38.4,0.055,0.055,0.0
2020-04-24,47.7,43.3,45.2,46.3,38.4,41.6,0.75,0.75,0.0
2020-04-25,62.2,36.8,49.4,59.1,36.0,46.9,0.0,0.0,0.0
2020-04-26,48.4,43.8,46.7,45.2,38.1,41.9,0.237,0.237,0.0
2020-04-27,50.3,39.6,44.2,42.3,34.2,37.9,0.02,0.02,0.0
2020-04-28,63.2,36.9,49.9,56.9,36.2,46.3,0.0,0.0,0.0
2020-04-29,58.7,42.2,50.6,49.7,43.7,45.9,0.004,0.004,0.0
2020-04-30,63.4,51.7,57.3,57.6,46.4,51.8,0.862,0.862,0.0
2020-05-01,63.9,53.6,58.6,63.0,53.6,58.3,0.533,0.533,0.0
2020-05-02,70.4,49.7,59.5,66.2,46.1,56.6,0.0,0.0,0.0
2020-05-03,76.4,52.7,64.3,75.1,51.6,63.1,0.209,0.209,0.0
2020-05-04,67.2,50.3,60.0,66.9,43.3,57.7,0.059,0.059,0.0
2020-05-05,58.9,45.5,52.1,54.6,40.5,47.4,0.0,0.0,0.0
2020-05-06,51.3,42.2,48.1,51.1,39.2,44.6,0.146,0.146,0.0
2020-05-07,62.4,41.5,52.2,55.7,38.8,48.3,0.004,0.004,0.0
2020-05-08,53.8,44.3,48.9,49.9,37.3,44.6,0.336,0.336,0.0
2020-05-09,47.2,33.8,41.1,36.3,23.8,30.7,0.067,0.067,0.0
2020-05-10,60.4,37.0,48.8,53.8,30.5,42.7,0.0,0.0,0.0
2020-05-11,60.8,45.1,51.3,56.0,39.1,46.4,0.099,0.099,0.0
2020-05-12,57.7,42.2,49.1,50.1,37.1,43.3,0.0,0.0,0.0
2020-05-13,59.8,37.5,49.4,53.8,35.2,45.7,0.0,0.0,0.0
2020-05-14,69.8,40.0,55.9,65.5,39.2,53.9,0.0,0.0,0.0
2020-05-15,81.1,56.9,69.0,82.1,58.4,70.1,0.036,0.036,0.0
2020-05-16,74.4,59.6,67.1,75.2,59.6,68.4,0.056,0.056,0.0
2020-05-17,65.2,51.7,57.7,62.7,50.5,55.8,0.02,0.02,0.0
2020-05-18,64.6,50.8,57.1,60.8,50.7,55.5,0.02,0.02,0.0
2020-05-19,62.5,51.0,56.5,56.5,46.7,51.5,0.0,0.0,0.0
2020-05-20,60.6,46.7,53.2,55.9,43.8,48.7,0.0,0.0,0.0
2020-05-21,66.0,42.0,54.4,66.3,42.0,53.8,0.0,0.0,0.0
2020-05-22,73.7,52.1,62.1,77.1,54.3,65.1,0.056,0.056,0.0
2020-05-23,67.2,55.2,61.5,69.3,52.2,64.3,0.483,0.483,0.0
2020-05-24,64.7,51.7,57.6,63.4,47.5,55.4,0.0,0.0,0.0
2020-05-25,70.5,54.6,61.2,70.4,55.1,61.3,0.0,0.0,0.0
2020-05-26,76.5,54.3,64.9,78.1,59.6,67.5,0.0,0.0,0.0
2020-05-27,75.5,59.1,65.6,79.0,61.6,69.1,0.0,0.0,0.0
2020-05-28,76.3,63.8,68.5,78.5,67.6,73.0,0.173,0.173,0.0
2020-05-29,81.1,67.6,72.8,85.7,71.4,78.0,0.158,0.158,0.0
2020-05-30,79.2,67.4,72.2,81.4,67.1,74.6,0.0,0.0,0.0
2020-05-31,69.1,56.5,62.3,65.5,50.8,58.7,0.0,0.0,0.0
2020-06-01,68.3,48.9,59.1,64.5,46.0,55.4,0.0,0.0,0.0
2020-06-02,74.9,54.9,64.4,69.2,52.7,62.6,0.0,0.0,0.0
2020-06-03,84.5,59.1,70.8,83.6,61.2,72.6,0.202,0.202,0.0
2020-06-04,87.2,64.0,76.0,89.8,67.5,78.6,0.0,0.0,0.0
2020-06-05,79.7,67.9,72.6,87.4,72.0,78.5,1.044,1.044,0.0
2020-06-06,85.1,69.2,75.3,91.4,69.5,80.2,0.162,0.162,0.0
2020-06-07,75.4,62.1,68.2,72.3,60.6,67.1,0.0,0.0,0.0
2020-06-08,77.3,56.3,67.1,76.9,55.9,67.5,0.0,0.0,0.0
2020-06-09,86.9,58.3,73.1,87.9,61.6,75.9,0.0,0.0,0.0
2020-06-10,86.6,68.0,77.4,91.2,73.3,82.4,0.0,0.0,0.0
2020-06-11,77.5,71.4,75.0,83.0,74.0,79.0,0.512,0.512,0.0
2020-06-12,82.6,67.7,74.5,83.6,67.9,77.2,0.0,0.0,0.0
2020-06-13,73.3,59.6,66.5,72.3,55.9,64.7,0.0,0.0,0.0
2020-06-14,72.5,54.2,63.0,72.9,47.9,60.4,0.0,0.0,0.0
2020-06-15,72.3,57.5,64.5,70.6,56.6,63.8,0.0,0.0,0.0
2020-06-16,73.8,57.5,65.4,72.5,56.7,65.4,0.0,0.0,0.0
2020-06-17,74.1,58.6,65.1,72.1,59.1,66.2,0.0,0.0,0.0
2020-06-18,74.9,62.7,67.6,79.3,65.5,71.2,0.119,0.119,0.0
2020-06-19,80.2,64.5,72.0,82.8,69.9,76.4,0.008,0.008,0.0
2020-06-20,83.2,65.3,73.5,90.2,71.2,79.7,0.205,0.205,0.0
2020-06-21,84.8,65.6,74.6,90.2,72.4,80.9,0.036,0.036,0.0
2020-06-22,88.4,68.7,78.0,94.2,74.3,84.0,0.028,0.028,0.0
2020-06-23,86.6,69.7,78.8,92.5,76.5,84.8,0.012,0.012,0.0
2020-06-24,84.6,71.2,78.0,84.6,75.3,81.5,0.063,0.063,0.0
2020-06-25,84.2,65.5,74.8,83.9,71.7,77.6,0.024,0.024,0.0
2020-06-26,85.5,65.7,76.2,86.5,70.4,78.2,0.0,0.0,0.0
2020-06-27,84.8,66.2,75.5,86.4,72.2,79.8,0.268,0.268,0.0
2020-06-28,89.2,69.6,78.2,96.3,75.9,84.7,0.075,0.075,0.0
2020-06-29,86.0,69.6,77.1,89.9,73.0,81.0,0.051,0.051,0.0
2020-06-30,81.1,67.0,72.5,84.3,71.4,76.9,0.35,0.35,0.0
2020-07-01,79.9,65.8,72.3,84.5,71.5,77.5,0.253,0.253,0.0
2020-07-02,90.3,67.0,78.2,94.3,69.7,82.8,0.0,0.0,0.0
2020-07-03,91.8,73.2,80.9,99.5,78.3,86.2,0.075,0.075,0.0
2020-07-04,84.4,71.4,76.6,91.6,74.5,81.1,0.016,0.016,0.0
2020-07-05,92.9,70.0,80.8,97.0,74.9,85.9,0.0,0.0,0.0
2020-07-06,91.6,71.9,80.0,99.0,74.9,85.4,0.389,0.389,0.0
2020-07-07,83.6,70.8,76.6,87.8,73.4,80.9,0.201,0.201,0.0
2020-07-08,87.2,72.7,78.8,94.3,81.1,85.9,0.036,0.036,0.0
2020-07-09,87.7,72.7,79.1,94.9,81.8,87.1,0.0,0.0,0.0
2020-07-10,75.5,73.3,74.3,84.5,77.8,80.6,1.371,1.371,0.0
2020-07-11,88.1,71.9,78.3,95.4,76.2,84.9,0.362,0.362,0.0
2020-07-12,87.5,70.9,78.7,91.4,73.7,83.0,0.0,0.0,0.0
2020-07-13,85.5,69.6,77.4,89.3,76.0,83.1,0.075,0.075,0.0
2020-07-14,83.8,67.7,76.0,86.1,71.8,79.9,0.0,0.0,0.0
2020-07-15,78.8,68.6,73.5,83.8,72.8,78.1,0.052,0.052,0.0
2020-07-16,77.8,67.7,71.5,79.7,69.9,74.0,0.0,0.0,0.0
2020-07-17,84.7,66.9,75.0,94.4,69.9,81.6,0.12,0.12,0.0
2020-07-18,92.0,69.2,80.5,97.0,77.9,88.1,0.0,0.0,0.0
2020-07-19,94.6,70.9,82.7,98.4,79.2,88.7,0.0,0.0,0.0
2020-07-20,94.3,77.8,85.0,97.8,86.3,92.1,0.0,0.0,0.0
2020-07-21,93.5,72.8,83.4,97.7,79.3,89.0,0.0,0.0,0.0
2020-07-22,93.5,76.4,83.1,100.7,81.5,89.4,0.233,0.233,0.0
2020-07-23,87.2,73.9,79.8,96.2,80.9,86.5,0.257,0.257,0.0
2020-07-24,79.6,73.3,75.7,87.6,79.9,84.2,0.423,0.423,0.0
2020-07-25,87.1,70.0,78.6,93.3,77.4,86.0,0.0,0.0,0.0
2020-07-26,92.4,73.7,82.2,96.2,83.1,88.4,0.0,0.0,0.0
2020-07-27,94.9,73.0,84.2,96.1,78.3,88.3,0.0,0.0,0.0
2020-07-28,92.9,77.9,84.3,99.3,84.7,91.5,0.106,0.106,0.0
2020-07-29,91.5,74.9,82.8,95.8,83.0,89.1,0.0,0.0,0.0
2020-07-30,92.0,73.9,83.0,96.3,79.7,88.2,0.0,0.0,0.0
2020-07-31,79.6,71.9,75.5,88.0,77.6,81.9,0.659,0.659,0.0
2020-08-01,87.2,70.3,78.8,91.9,75.9,83.8,0.0,0.0,0.0
2020-08-02,87.4,74.0,80.3,98.5,81.3,89.4,0.244,0.244,0.0
2020-08-03,89.3,75.9,81.8,92.0,80.5,86.4,0.008,0.008,0.0
2020-08-04,79.3,72.9,76.0,85.4,72.8,80.5,0.691,0.691,0.0
2020-08-05,86.0,71.1,78.0,88.8,77.8,82.6,0.0,0.0,0.0
2020-08-06,82.2,68.6,75.1,85.9,73.7,79.1,0.0,0.0,0.0
2020-08-07,78.3,69.3,72.9,81.8,74.3,77.6,0.17,0.17,0.0
2020-08-08,80.2,68.7,74.0,86.6,74.8,80.9,0.174,0.174,0.0
2020-08-09,86.4,69.2,77.7,91.3,75.5,84.1,0.004,0.004,0.0
2020-08-10,91.2,72.8,80.6,98.3,81.0,88.9,0.055,0.055,0.0
2020-08-11,88.3,74.2,80.2,93.9,83.4,88.5,0.016,0.016,0.0
2020-08-12,87.8,74.7,79.5,97.6,85.7,89.6,0.385,0.385,0.0
2020-08-13,81.8,73.2,76.1,88.6,82.6,85.8,0.207,0.207,0.0
2020-08-14,83.4,72.8,77.0,86.1,78.6,82.7,0.071,0.071,0.0
2020-08-15,82.0,70.3,74.8,82.1,72.8,76.7,0.016,0.016,0.0
2020-08-16,71.7,67.1,68.7,73.7,68.2,70.7,0.655,0.655,0.0
2020-08-17,81.4,62.5,71.4,85.8,65.4,74.9,0.154,0.154,0.0
2020-08-18,81.9,65.7,73.4,84.1,67.7,76.6,0.146,0.146,0.0
2020-08-19,74.1,66.4,70.5,81.6,70.5,75.1,0.102,0.102,0.0
2020-08-20,80.0,62.0,70.6,82.3,61.3,72.6,0.0,0.0,0.0
2020-08-21,83.5,65.4,73.9,86.3,67.8,77.5,0.0,0.0,0.0
2020-08-22,86.3,71.5,77.4,90.8,77.9,83.5,0.032,0.032,0.0
2020-08-23,85.6,69.0,76.8,90.9,78.1,84.0,0.028,0.028,0.0
2020-08-24,89.1,71.2,79.4,93.1,79.8,86.3,0.008,0.008,0.0
2020-08-25,90.6,72.9,80.7,94.4,74.9,84.8,0.028,0.028,0.0
2020-08-26,80.6,67.9,74.0,77.0,67.6,72.3,0.0,0.0,0.0
2020-08-27,91.3,67.5,79.1,92.1,72.9,81.8,0.0,0.0,0.0
2020-08-28,88.4,69.6,77.8,87.9,74.2,80.6,0.082,0.082,0.0
2020-08-29,78.1,71.8,74.4,87.5,76.3,80.9,0.905,0.905,0.0
2020-08-30,79.1,66.1,72.3,77.0,65.9,72.1,0.0,0.0,0.0
2020-08-31,76.6,62.0,69.0,76.0,61.1,69.9,0.0,0.0,0.0
2020-09-01,77.7,66.3,71.5,78.8,71.2,75.4,0.004,0.004,0.0
2020-09-02,82.2,70.4,75.2,86.9,74.8,81.5,0.194,0.194,0.0
2020-09-03,86.3,72.1,77.8,88.4,79.5,83.6,0.115,0.115,0.0
2020-09-04,84.9,68.4,75.8,89.0,72.7,80.7,0.0,0.0,0.0
2020-09-05,79.2,63.6,71.1,79.4,62.7,71.2,0.0,0.0,0.0
2020-09-06,80.7,62.5,71.5,82.6,62.7,72.7,0.0,0.0,0.0
2020-09-07,79.9,63.0,71.3,81.5,66.6,74.1,0.0,0.0,0.0
2020-09-08,82.7,65.0,73.0,86.1,70.1,77.5,0.0,0.0,0.0
2020-09-09,80.6,67.2,72.8,83.4,73.9,79.0,0.0,0.0,0.0
2020-09-10,78.2,72.4,74.4,91.1,80.2,85.0,1.01,1.01,0.0
2020-09-11,76.6,67.4,72.7,84.3,67.7,76.8,0.374,0.374,0.0
2020-09-12,69.8,63.0,65.7,69.4,60.3,64.9,0.008,0.008,0.0
2020-09-13,75.0,63.2,69.4,78.6,62.7,71.4,0.0,0.0,0.0
2020-09-14,77.4,63.0,70.0,75.9,57.1,70.3,0.0,0.0,0.0
2020-09-15,66.7,54.0,60.5,63.8,47.4,55.7,0.0,0.0,0.0
2020-09-16,72.5,52.8,62.7,71.2,49.5,60.9,0.0,0.0,0.0
2020-09-17,73.9,59.5,66.8,77.2,60.0,69.0,0.0,0.0,0.0
2020-09-18,69.2,59.3,64.8,72.7,51.2,63.1,0.008,0.008,0.0
2020-09-19,63.5,49.6,56.5,58.4,40.1,49.6,0.0,0.0,0.0
2020-09-20,62.2,49.0,54.9,56.2,42.2,48.6,0.0,0.0,0.0
2020-09-21,64.4,48.0,55.7,59.2,42.0,49.8,0.0,0.0,0.0
2020-09-22,72.7,45.8,58.7,65.8,40.8,53.6,0.0,0.0,0.0
2020-09-23,80.2,53.0,65.4,76.9,50.4,63.4,0.0,0.0,0.0
2020-09-24,77.1,55.0,65.7,71.4,56.6,65.0,0.0,0.0,0.0
2020-09-25,78.2,56.4,66.9,76.3,58.1,67.1,0.0,0.0,0.0
2020-09-26,73.9,58.5,66.5,76.5,63.8,69.4,0.016,0.016,0.0
2020-09-27,77.2,65.6,70.4,79.8,70.5,74.8,0.02,0.02,0.0
2020-09-28,77.8,67.9,71.4,80.4,71.4,75.7,0.036,0.036,0.0
2020-09-29,74.2,65.1,69.3,77.9,69.1,73.5,0.239,0.239,0.0
2020-09-30,70.0,58.4,65.4,72.2,55.0,63.3,0.79,0.79,0.0
2020-10-01,72.9,57.8,64.4,70.8,56.0,62.3,0.0,0.0,0.0
2020-10-02,65.6,54.9,59.4,62.0,49.4,56.8,0.14,0.14,0.0
2020-10-03,65.7,49.3,57.1,62.5,45.7,53.7,0.0,0.0,0.0
2020-10-04,65.2,48.8,56.9,62.4,45.7,54.5,0.0,0.0,0.0
2020-10-05,67.9,51.2,59.0,67.1,51.5,58.4,0.0,0.0,0.0
2020-10-06,68.7,50.2,59.9,65.5,49.1,58.3,0.0,0.0,0.0
2020-10-07,75.5,55.5,64.6,69.9,56.0,61.7,0.0,0.0,0.0
2020-10-08,65.1,51.5,58.7,57.7,49.4,53.7,0.0,0.0,0.0
2020-10-09,69.8,48.5,58.2,64.9,43.5,54.3,0.0,0.0,0.0
2020-10-10,73.9,56.6,64.4,69.3,52.2,61.1,0.0,0.0,0.0
2020-10-11,66.3,58.5,63.2,64.8,55.7,61.8,0.068,0.068,0.0
2020-10-12,57.9,53.7,55.5,54.7,47.2,50.0,0.66,0.66,0.0
2020-10-13,62.1,58.0,59.1,59.2,51.6,55.3,0.044,0.044,0.0
2020-10-14,69.2,48.5,58.6,65.6,44.9,55.0,0.0,0.0,0.0
2020-10-15,73.1,53.0,62.0,68.8,48.2,59.6,0.0,0.0,0.0
2020-10-16,63.8,52.5,57.8,64.7,48.4,56.5,1.288,1.288,0.0
2020-10-17,59.9,45.1,51.9,54.9,39.0,46.4,0.189,0.189,0.0
2020-10-18,62.9,42.2,53.5,58.0,37.1,48.6,0.0,0.0,0.0
2020-10-19,66.3,50.2,58.4,63.3,49.7,56.5,0.0,0.0,0.0
2020-10-20,72.8,56.8,63.5,74.2,57.7,64.6,0.0,0.0,0.0
2020-10-21,72.6,58.4,64.1,73.2,61.8,66.9,0.0,0.0,0.0
2020-10-22,70.2,62.6,65.8,73.8,64.1,67.9,0.0,0.0,0.0
2020-10-23,68.4,62.6,64.5,69.1,65.4,67.1,0.0,0.0,0.0
2020-10-24,69.7,53.0,62.5,68.9,44.1,61.6,0.012,0.012,0.0
2020-10-25,52.7,46.5,49.4,46.9,37.7,43.1,0.028,0.028,0.0
2020-10-26,62.6,53.3,58.4,59.7,46.8,54.0,0.0,0.0,0.0
2020-10-27,60.2,54.0,57.7,59.6,53.2,56.4,0.008,0.008,0.0
2020-10-28,61.6,54.6,57.1,57.5,52.7,55.1,0.056,0.056,0.0
2020-10-29,55.4,47.4,52.6,55.2,40.4,48.4,1.293,1.293,0.0
2020-10-30,46.7,38.5,42.4,40.0,30.5,35.6,0.694,0.694,0.0
2020-10-31,46.3,32.9,40.5,40.4,25.9,33.9,0.0,0.0,0.0
2020-11-01,57.6,39.8,48.2,52.1,33.9,43.0,0.497,0.497,0.0
2020-11-02,45.3,37.9,41.4,35.3,29.0,31.3,0.0,0.0,0.0
2020-11-03,54.5,39.7,45.9,48.4,29.0,38.0,0.0,0.0,0.0
2020-11-04,62.9,39.5,49.9,58.0,34.0,45.4,0.0,0.0,0.0
2020-11-05,66.7,44.9,54.4,63.3,42.2,51.5,0.0,0.0,0.0
2020-11-06,69.1,48.7,56.6,64.9,45.4,53.6,0.0,0.0,0.0
2020-11-07,71.4,47.5,57.6,66.8,43.3,54.3,0.0,0.0,0.0
2020-11-08,72.3,46.5,57.5,75.2,43.9,56.0,0.0,0.0,0.0
2020-11-09,72.8,44.5,57.3,73.2,40.9,54.9,0.0,0.0,0.0
2020-11-10,72.5,51.3,60.5,72.7,48.0,59.6,0.0,0.0,0.0
2020-11-11,71.0,59.3,64.9,70.7,58.0,65.3,0.945,0.945,0.0
2020-11-12,66.6,50.4,57.4,69.0,42.5,55.3,0.614,0.614,0.0
2020-11-13,52.4,45.3,49.7,48.3,39.2,44.4,0.032,0.032,0.0
2020-11-14,52.8,40.5,45.7,46.9,33.5,40.0,0.0,0.0,0.0
2020-11-15,61.1,37.7,49.7,56.5,32.2,43.5,0.287,0.287,0.0
2020-11-16,53.0,42.8,48.3,47.9,37.0,42.2,0.0,0.0,0.0
2020-11-17,47.7,37.3,41.5,42.5,29.0,35.0,0.024,0.024,0.0
2020-11-18,38.9,28.6,34.1,28.1,21.2,24.9,0.0,0.0,0.0
2020-11-19,44.3,26.8,35.1,38.5,19.8,29.2,0.0,0.0,0.0
2020-11-20,59.5,40.1,47.3,54.6,35.6,43.5,0.0,0.0,0.0
2020-11-21,61.8,43.2,51.1,58.6,39.0,48.0,0.0,0.0,0.0
2020-11-22,55.1,43.7,48.7,50.8,36.8,43.1,0.008,0.008,0.0
2020-11-23,56.7,40.6,50.4,54.5,34.7,45.3,0.776,0.776,0.0
2020-11-24,48.1,38.0,42.2,43.3,30.4,36.0,0.0,0.0,0.0
2020-11-25,54.8,39.0,46.2,47.3,35.7,41.7,0.0,0.0,0.0
2020-11-26,62.9,48.7,56.2,62.7,46.8,54.2,0.371,0.371,0.0
2020-11-27,59.3,45.0,50.9,57.7,43.5,49.1,0.0,0.0,0.0
2020-11-28,55.1,40.1,47.5,48.1,36.1,44.0,0.0,0.0,0.0
2020-11-29,52.4,34.7,42.2,46.7,29.4,37.8,0.0,0.0,0.0
2020-11-30,61.2,39.5,53.4,61.1,37.0,50.8,1.107,1.107,0.0
2020-12-01,59.3,38.6,48.5,59.1,30.4,43.4,0.024,0.024,0.0
2020-12-02,43.5,34.9,38.7,34.8,28.2,30.5,0.0,0.0,0.0
2020-12-03,48.3,32.0,39.5,40.7,24.3,32.7,0.012,0.012,0.0
2020-12-04,49.4,40.3,44.0,43.2,35.8,39.6,0.152,0.152,0.0
2020-12-05,46.0,38.6,42.7,41.5,30.2,36.2,0.957,0.957,0.0
2020-12-06,40.2,31.7,36.4,29.9,24.0,27.8,0.0,0.0,0.0
2020-12-07,39.2,28.2,32.8,32.1,20.5,25.7,0.004,0.004,0.0
2020-12-08,39.0,29.2,32.8,28.3,22.3,24.7,0.0,0.0,0.0
2020-12-09,39.3,27.7,32.6,28.5,22.6,25.4,0.004,0.0,0.028
2020-12-10,48.6,32.7,38.3,41.9,27.5,33.5,0.0,0.0,0.0
2020-12-11,52.1,30.6,39.7,47.5,22.6,34.8,0.0,0.0,0.0
2020-12-12,56.4,37.4,46.4,53.4,33.5,42.5,0.044,0.044,0.0
2020-12-13,58.2,41.9,50.7,55.0,38.3,46.0,0.008,0.008,0.0
2020-12-14,40.2,34.3,37.5,37.4,28.0,33.0,0.398,0.366,0.222
2020-12-15,39.4,29.5,33.4,30.4,21.2,25.8,0.0,0.0,0.0
2020-12-16,33.9,27.0,30.5,21.2,16.2,18.6,0.629,0.088,3.802
2020-12-17,33.2,24.0,29.2,23.6,11.7,18.9,0.566,0.096,3.336
2020-12-18,31.3,15.2,22.7,25.6,11.6,18.1,0.0,0.0,0.0
2020-12-19,30.0,8.0,19.2,25.5,3.9,15.0,0.0,0.0,0.0
2020-12-20,37.1,23.4,29.6,30.8,19.2,24.4,0.036,0.004,0.221
2020-12-21,37.7,24.8,31.5,33.5,22.2,28.5,0.0,0.0,0.0
2020-12-22,42.7,30.7,35.7,36.4,28.6,32.3,0.028,0.028,0.0
2020-12-23,41.2,25.9,34.1,37.0,25.3,31.7,0.0,0.0,0.0
2020-12-24,57.9,35.1,50.1,53.0,31.6,43.7,0.3,0.3,0.0
2020-12-25,59.9,30.3,49.2,54.4,19.7,42.3,0.981,0.981,0.0
2020-12-26,32.0,24.8,27.7,20.7,13.4,17.5,0.0,0.0,0.0
2020-12-27,36.8,25.1,29.4,30.5,15.1,22.4,0.0,0.0,0.0
2020-12-28,47.9,28.2,38.0,42.3,22.5,33.1,0.0,0.0,0.0
2020-12-29,37.9,26.2,33.9,34.0,21.6,27.7,0.0,0.0,0.0
2020-12-30,39.1,25.3,32.2,32.2,20.3,25.8,0.0,0.0,0.0
2020-12-31,47.1,35.8,42.4,41.3,28.8,37.0,0.284,0.284,0.0
2021-01-01,42.2,27.6,34.8,34.9,17.7,27.6,0.291,0.291,0.0
2021-01-02,49.7,33.2,43.1,42.1,29.6,36.2,0.213,0.213,0.0
2021-01-03,39.9,30.6,35.5,31.9,25.3,29.2,0.28,0.28,0.0
2021-01-04,43.9,33.4,37.4,37.3,28.2,32.5,0.068,0.068,0.0
2021-01-05,40.8,34.7,37.2,34.3,30.4,32.7,0.0,0.0,0.0
2021-01-06,41.9,31.9,35.6,31.3,26.4,29.2,0.0,0.0,0.0
2021-01-07,43.2,30.1,34.6,35.0,23.0,27.4,0.0,0.0,0.0
2021-01-08,40.4,26.1,31.7,30.2,19.5,24.6,0.0,0.0,0.0
2021-01-09,37.7,27.1,31.8,29.4,16.4,23.0,0.0,0.0,0.0
2021-01-10,41.9,28.6,33.1,34.9,21.1,26.7,0.0,0.0,0.0
2021-01-11,38.4,26.9,31.6,31.1,19.3,24.6,0.0,0.0,0.0
2021-01-12,41.8,26.4,32.4,36.3,18.6,27.0,0.0,0.0,0.0
2021-01-13,42.7,26.9,33.6,35.1,24.5,28.7,0.0,0.0,0.0
2021-01-14,47.3,29.0,37.2,43.9,25.1,33.3,0.0,0.0,0.0
2021-01-15,47.7,29.9,39.1,40.6,27.2,34.0,0.229,0.229,0.0
2021-01-16,49.3,36.1,43.6,42.6,29.3,38.1,0.577,0.577,0.0
2021-01-17,44.2,32.3,37.8,36.2,25.4,30.4,0.0,0.0,0.0
2021-01-18,44.3,31.8,37.2,34.9,27.5,31.8,0.004,0.004,0.0
2021-01-19,41.1,30.4,34.8,32.0,24.1,27.7,0.0,0.0,0.0
2021-01-20,39.0,27.0,32.2,29.8,20.4,25.8,0.056,0.008,0.358
2021-01-21,42.0,23.9,31.5,34.9,15.2,23.8,0.0,0.0,0.0
2021-01-22,42.8,30.7,35.7,34.1,25.9,29.6,0.0,0.0,0.0
2021-01-23,32.3,25.2,29.3,28.5,13.7,19.7,0.0,0.0,0.0
2021-01-24,33.3,22.1,26.8,22.8,11.5,16.7,0.0,0.0,0.0
2021-01-25,37.8,23.2,30.1,30.3,15.2,22.4,0.0,0.0,0.0
2021-01-26,35.3,30.0,32.7,30.0,23.5,25.9,0.312,0.178,0.937
2021-01-27,39.4,28.6,33.9,29.8,22.6,27.4,0.036,0.036,0.0
2021-01-28,33.0,20.9,27.7,22.6,9.0,18.0,0.0,0.0,0.0
2021-01-29,26.1,15.5,20.9,11.4,4.0,8.3,0.0,0.0,0.0
2021-01-30,33.4,16.4,22.9,23.6,6.6,14.2,0.0,0.0,0.0
2021-01-31,28.5,21.5,24.2,17.9,12.5,14.8,0.128,0.0,0.882
2021-02-01,33.2,25.1,30.0,20.8,13.4,17.1,1.559,0.016,10.803
